STATION,NAME,DATE,MLY-CLDD-BASE45,MLY-CLDD-BASE50,MLY-CLDD-BASE55,MLY-CLDD-BASE57,MLY-CLDD-BASE60,MLY-CLDD-BASE70,MLY-CLDD-BASE72,MLY-CLDD-NORMAL,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-GRDD-BASE40,MLY-GRDD-BASE45,MLY-GRDD-BASE50,MLY-GRDD-BASE55,MLY-GRDD-BASE57,MLY-GRDD-BASE60,MLY-GRDD-BASE65,MLY-GRDD-BASE70,MLY-GRDD-BASE72,MLY-GRDD-TB4886,MLY-GRDD-TB5086,MLY-HTDD-BASE40,MLY-HTDD-BASE45,MLY-HTDD-BASE50,MLY-HTDD-BASE55,MLY-HTDD-BASE57,MLY-HTDD-BASE60,MLY-HTDD-NORMAL,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL,MLY-SNOW-25PCTL,MLY-SNOW-50PCTL,MLY-SNOW-75PCTL,MLY-SNOW-AVGNDS-GE001TI,MLY-SNOW-AVGNDS-GE010TI,MLY-SNOW-AVGNDS-GE030TI,MLY-SNOW-AVGNDS-GE050TI,MLY-SNOW-AVGNDS-GE100TI,MLY-SNOW-NORMAL,MLY-SNWD-AVGNDS-GE001WI,MLY-SNWD-AVGNDS-GE003WI,MLY-SNWD-AVGNDS-GE005WI,MLY-SNWD-AVGNDS-GE010WI,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-AVGNDS-GRTH040,MLY-TMAX-AVGNDS-GRTH050,MLY-TMAX-AVGNDS-GRTH060,MLY-TMAX-AVGNDS-GRTH070,MLY-TMAX-AVGNDS-GRTH080,MLY-TMAX-AVGNDS-GRTH090,MLY-TMAX-AVGNDS-GRTH100,MLY-TMAX-AVGNDS-LSTH032,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-AVGNDS-LSTH000,MLY-TMIN-AVGNDS-LSTH010,MLY-TMIN-AVGNDS-LSTH020,MLY-TMIN-AVGNDS-LSTH032,MLY-TMIN-AVGNDS-LSTH040,MLY-TMIN-AVGNDS-LSTH050,MLY-TMIN-AVGNDS-LSTH060,MLY-TMIN-AVGNDS-LSTH070,MLY-TMIN-NORMAL,MLY-TMIN-PRBOCC-LSTH016,MLY-TMIN-PRBOCC-LSTH020,MLY-TMIN-PRBOCC-LSTH024,MLY-TMIN-PRBOCC-LSTH028,MLY-TMIN-PRBOCC-LSTH032,MLY-TMIN-PRBOCC-LSTH036,MLY-TMIN-STDDEV,MONTH
USC00456295,"PALMER 3 ESE, WA US",11,43.0,9.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,11.5,1.4,122.0,43.0,9.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,46.0,31.0,38.0,108.0,224.0,366.0,425.0,515.0,665.0,8.43,12.57,16.26,21.2,17.3,8.8,3.8,12.58,0.0,0.0,0.5,0.7,0.6,0.2,-7777.0,0.0,0.7,1.6,0.8,0.6,0.4,42.9,3.4,278.0,12.6,12.0,0.0,0.0,0.0,0.0,0.5,48.6,3.5,0.0,0.0,5.0,5.2,206.0,298.0,300.0,300.0,37.1,20.0,59.0,175.0,452.0,811.0,984.0,3.4,Nov
USC00456295,"PALMER 3 ESE, WA US",12,6.0,-7777.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,10.2,1.3,39.0,6.0,-7777.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,11.0,6.0,110.0,232.0,382.0,536.0,598.0,691.0,846.0,8.33,9.48,11.64,19.4,15.7,7.5,2.8,9.85,0.0,1.5,6.0,2.1,1.6,0.5,0.2,-7777.0,3.9,3.7,1.6,1.0,0.3,37.7,2.8,217.0,4.1,-7777.0,0.0,0.0,0.0,0.0,1.6,42.8,2.9,0.0,2.0,15.0,12.5,283.0,310.0,310.0,310.0,32.6,162.0,296.0,527.0,848.0,990.0,1000.0,3.0,Dec
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",1,26.0,4.0,-7777.0,0.0,0.0,0.0,0.0,0.0,8.8,1.5,94.0,26.0,4.0,-7777.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,50.0,137.0,270.0,422.0,484.0,577.0,732.0,,,,,,,,4.08,,,,,,,,,,,,,,41.4,2.7,256.0,8.3,2.0,0.0,0.0,0.0,0.0,0.3,45.8,2.8,0.0,0.0,3.0,5.4,205.0,306.0,310.0,310.0,37.0,81.0,183.0,398.0,730.0,959.0,999.0,2.9,Jan
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",2,25.0,2.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,11.2,1.8,98.0,25.0,2.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,31.0,19.0,19.0,87.0,204.0,342.0,398.0,482.0,622.0,,,,,,,,3.33,,,,,,,,,,,,,,42.8,2.9,268.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,48.4,3.1,0.0,0.0,0.0,3.8,193.0,280.0,280.0,280.0,37.2,19.0,79.0,246.0,561.0,873.0,994.0,3.0,Feb
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",3,72.0,16.0,2.0,1.0,-7777.0,0.0,0.0,-7777.0,12.4,1.7,188.0,72.0,16.0,2.0,1.0,-7777.0,-7777.0,0.0,0.0,74.0,52.0,8.0,47.0,146.0,287.0,348.0,440.0,595.0,,,,,,,,3.37,,,,,,,,,,,,,,45.8,2.5,304.0,19.6,28.0,2.0,0.0,0.0,0.0,0.0,52.0,3.2,0.0,0.0,0.0,1.8,163.0,308.0,310.0,310.0,39.6,0.0,15.0,52.0,181.0,616.0,977.0,2.0,Mar
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",4,137.0,45.0,10.0,5.0,1.0,0.0,0.0,-7777.0,13.4,1.4,277.0,137.0,45.0,10.0,5.0,1.0,-7777.0,0.0,0.0,123.0,95.0,1.0,10.0,69.0,184.0,239.0,325.0,474.0,,,,,,,,2.58,,,,,,,,,,,,,,49.2,1.8,300.0,25.0,64.0,8.0,0.0,0.0,0.0,0.0,55.9,2.1,0.0,0.0,0.0,0.1,82.0,292.0,300.0,300.0,42.5,0.0,0.0,0.0,0.0,143.0,692.0,1.8,Apr
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",5,293.0,149.0,50.0,29.0,11.0,1.0,-7777.0,2.0,14.4,1.3,448.0,293.0,149.0,50.0,29.0,11.0,2.0,1.0,-7777.0,231.0,190.0,0.0,-7777.0,11.0,68.0,108.0,183.0,330.0,,,,,,,,2.28,,,,,,,,,,,,,,54.4,2.1,310.0,30.8,178.0,32.0,3.0,0.0,0.0,0.0,61.7,2.4,0.0,0.0,0.0,0.0,9.0,239.0,309.0,310.0,47.2,0.0,0.0,0.0,0.0,0.0,91.0,1.9,May
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",6,414.0,264.0,128.0,84.0,40.0,2.0,1.0,9.0,14.8,1.6,564.0,414.0,264.0,128.0,84.0,40.0,9.0,2.0,1.0,328.0,275.0,0.0,0.0,-7777.0,14.0,30.0,76.0,195.0,,,,,,,,2.05,,,,,,,,,,,,,,58.8,1.8,300.0,30.0,252.0,73.0,11.0,0.0,0.0,0.0,66.2,2.5,0.0,0.0,0.0,0.0,0.0,110.0,291.0,300.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,Jun
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",7,549.0,394.0,239.0,180.0,102.0,7.0,4.0,28.0,16.3,1.8,704.0,549.0,394.0,239.0,180.0,102.0,28.0,7.0,4.0,455.0,393.0,0.0,0.0,0.0,1.0,3.0,18.0,100.0,,,,,,,,0.95,,,,,,,,,,,,,,62.7,1.9,310.0,31.0,299.0,163.0,29.0,0.2,0.0,0.0,70.8,2.5,0.0,0.0,0.0,0.0,0.0,11.0,292.0,309.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5,Jul
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",8,581.0,426.0,271.0,210.0,123.0,4.0,2.0,28.0,17.2,1.2,736.0,581.0,426.0,271.0,210.0,123.0,28.0,4.0,2.0,488.0,426.0,0.0,0.0,0.0,-7777.0,-7777.0,7.0,67.0,,,,,,,,1.05,,,,,,,,,,,,,,63.8,0.9,310.0,31.0,307.0,205.0,27.0,0.0,0.0,0.0,72.4,1.2,0.0,0.0,0.0,0.0,0.0,7.0,297.0,310.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aug
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",9,435.0,285.0,144.0,97.0,46.0,-7777.0,-7777.0,7.0,15.1,1.7,585.0,435.0,285.0,144.0,97.0,46.0,7.0,-7777.0,-7777.0,349.0,295.0,0.0,0.0,-7777.0,10.0,23.0,61.0,172.0,,,,,,,,1.7,,,,,,,,,,,,,,59.5,1.5,300.0,30.0,264.0,86.0,7.0,0.0,0.0,0.0,67.0,2.1,0.0,0.0,0.0,0.0,0.0,84.0,297.0,300.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,Sep
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",10,207.0,82.0,18.0,8.0,2.0,0.0,0.0,-7777.0,12.5,1.8,357.0,207.0,82.0,18.0,8.0,2.0,-7777.0,0.0,0.0,163.0,127.0,1.0,5.0,36.0,126.0,178.0,265.0,418.0,,,,,,,,3.27,,,,,,,,,,,,,,51.5,1.2,310.0,29.3,98.0,6.0,0.0,0.0,0.0,0.0,57.8,1.2,0.0,0.0,0.0,0.2,38.0,270.0,310.0,310.0,45.2,0.0,0.0,0.0,9.0,146.0,540.0,1.8,Oct
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",11,61.0,13.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,8.9,1.3,164.0,61.0,13.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,46.0,28.0,19.0,65.0,167.0,306.0,365.0,455.0,605.0,,,,,,,,6.14,,,,,,,,,,,,,,44.8,2.7,287.0,14.4,9.0,1.0,0.0,0.0,0.0,0.3,49.3,2.8,0.0,0.0,3.0,2.4,131.0,291.0,300.0,300.0,40.4,9.0,26.0,89.0,271.0,654.0,976.0,2.9,Nov
USW00024222,"EVERETT SNOHOMISH CO AIRPORT, WA US",12,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.1,64.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,76.0,180.0,323.0,477.0,539.0,632.0,787.0,,,,,,,,5.25,,,,,,,,,,,,,,39.6,2.8,244.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1,43.7,2.9,0.0,0.0,9.0,7.7,238.0,310.0,310.0,310.0,35.5,122.0,217.0,415.0,745.0,991.0,1000.0,2.7,Dec
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1,32.0,4.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,10.3,1.2,109.0,32.0,4.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,31.0,18.0,46.0,124.0,251.0,402.0,463.0,556.0,711.0,4.07,5.69,7.07,18.2,12.1,3.7,0.8,5.57,0.0,0.0,1.3,1.3,0.6,0.2,0.0,0.0,1.4,0.7,0.1,0.0,0.0,42.0,2.8,276.0,10.0,3.0,0.0,0.0,0.0,0.0,0.4,47.2,2.9,0.0,0.0,2.0,6.4,204.0,307.0,310.0,310.0,36.9,50.0,152.0,413.0,757.0,954.0,998.0,2.8,Jan
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",2,38.0,6.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,13.1,1.8,120.0,38.0,6.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,48.0,31.0,25.0,83.0,190.0,325.0,381.0,465.0,605.0,2.05,3.41,4.47,14.7,9.1,2.0,0.3,3.5,0.0,0.4,2.1,0.9,0.5,0.2,0.1,0.0,1.7,0.9,0.4,0.3,0.0,43.4,2.6,267.0,13.0,13.0,0.0,0.0,0.0,0.0,0.1,49.9,2.7,0.0,-7777.0,2.0,5.5,189.0,277.0,280.0,280.0,36.9,28.0,93.0,291.0,622.0,900.0,1000.0,2.9,Feb
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",3,83.0,18.0,2.0,1.0,-7777.0,0.0,0.0,-7777.0,14.4,1.3,207.0,83.0,18.0,2.0,1.0,-7777.0,-7777.0,0.0,0.0,96.0,71.0,5.0,36.0,126.0,266.0,326.0,419.0,574.0,2.67,3.72,4.16,16.9,10.6,1.6,0.3,3.72,0.0,0.0,0.2,0.5,0.3,0.1,0.1,0.0,0.8,0.4,0.1,0.1,0.0,46.5,2.3,307.0,22.8,44.0,2.0,0.0,0.0,0.0,0.0,53.7,2.8,0.0,0.0,-7777.0,1.6,171.0,308.0,310.0,310.0,39.3,0.0,5.0,40.0,167.0,613.0,973.0,2.0,Mar
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",4,166.0,62.0,17.0,9.0,3.0,-7777.0,0.0,-7777.0,16.2,1.7,311.0,166.0,62.0,17.0,9.0,3.0,-7777.0,-7777.0,0.0,160.0,130.0,-7777.0,6.0,51.0,157.0,209.0,292.0,440.0,1.48,2.68,3.5,14.3,7.5,1.3,0.2,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,1.7,300.0,28.1,103.0,25.0,1.0,0.0,0.0,0.0,58.5,2.2,0.0,0.0,0.0,-7777.0,91.0,291.0,300.0,300.0,42.2,0.0,0.0,0.0,0.0,79.0,682.0,1.6,Apr
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",5,341.0,192.0,81.0,53.0,25.0,1.0,-7777.0,6.0,17.4,2.0,496.0,341.0,192.0,81.0,53.0,25.0,6.0,1.0,-7777.0,279.0,238.0,0.0,-7777.0,6.0,50.0,84.0,149.0,285.0,1.34,1.93,2.78,12.0,6.0,0.8,-7777.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.1,310.0,30.9,218.0,68.0,15.0,0.1,0.0,0.0,64.7,2.8,0.0,0.0,0.0,0.0,12.0,230.0,309.0,310.0,47.3,0.0,0.0,0.0,0.0,0.0,51.0,1.7,May
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",6,477.0,327.0,182.0,130.0,70.0,6.0,3.0,21.0,18.0,2.0,627.0,477.0,327.0,182.0,130.0,70.0,21.0,6.0,3.0,388.0,333.0,0.0,0.0,-7777.0,5.0,13.0,43.0,144.0,1.14,1.59,1.86,9.1,4.4,0.8,0.2,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,2.0,300.0,30.0,283.0,127.0,33.0,0.5,0.0,0.0,69.9,2.9,0.0,0.0,0.0,0.0,0.0,81.0,294.0,300.0,51.9,0.0,0.0,0.0,0.0,0.0,0.0,1.3,Jun
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",7,642.0,487.0,332.0,270.0,181.0,20.0,12.0,71.0,20.2,2.1,797.0,642.0,487.0,332.0,270.0,181.0,71.0,20.0,12.0,542.0,480.0,0.0,0.0,0.0,-7777.0,-7777.0,5.0,49.0,0.28,0.58,1.1,5.0,2.3,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,2.3,310.0,31.0,308.0,234.0,86.0,1.4,-7777.0,0.0,75.8,3.2,0.0,0.0,0.0,0.0,0.0,5.0,283.0,310.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,Jul
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",8,654.0,499.0,344.0,282.0,191.0,17.0,8.0,70.0,20.4,1.8,809.0,654.0,499.0,344.0,282.0,191.0,70.0,17.0,8.0,556.0,495.0,0.0,0.0,0.0,0.0,-7777.0,2.0,36.0,0.29,0.63,1.28,4.8,2.3,0.5,0.1,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.1,1.3,310.0,31.0,310.0,257.0,87.0,0.8,0.0,0.0,76.3,1.9,0.0,0.0,0.0,0.0,0.0,7.0,287.0,310.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,1.1,Aug
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9,489.0,339.0,194.0,143.0,81.0,3.0,1.0,21.0,18.4,2.5,639.0,489.0,339.0,194.0,143.0,81.0,21.0,3.0,1.0,403.0,349.0,0.0,0.0,-7777.0,6.0,14.0,42.0,132.0,0.78,1.29,1.9,7.9,4.1,0.7,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,1.7,300.0,30.0,282.0,142.0,35.0,0.2,0.0,0.0,70.5,2.7,0.0,0.0,0.0,0.0,1.0,86.0,297.0,300.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,Sep
